file_path,filename,filename_upc,file_size,modified_time,width,height,detected_text,normalized_text,detected_brand,detected_denomination,detected_pack_quantity,catalog_status,catalog_error
Z:\Kendal King\Images\196742037739.png,196742037739.png,196742037739,941751,1686752098.0,1163,1650,"— enffen °50
©
~~ >
y= se Ge OH.
8
~e A re o
@ AMERICAN EXPRESS he
enffen *50
IEXPRESS| + $3.88 Purchase Fee
>» «
~% 5
OMeviy: Christmas
We - °®@
@.
amA@iean EXPRESS. GIFT CARD
5 Se NO FEES AFTER PURCHASE
enfles °50
EXPRESS + $3.88 Purchase Fee
e@
~» °
Vee @
‘a
AMERICAN EXPRESS’ GIFT CARD
. NO FEES AFTER PURCHASE",enffen 50 y se ge oh 8 e a re o american express he enffen 50 iexpress $3 88 purchase fee 5 omeviy christmas we ama iean express gift card 5 se no fees after purchase enfles 50 express $3 88 purchase fee e vee a american express gift card no fees after purchase,,,,ok,
Z:\Kendal King\Images\196742037739[1].png,196742037739[1].png,196742037739,941751,1686752091.0,1163,1650,"— enffen °50
©
~~ >
y= se Ge OH.
8
~e A re o
@ AMERICAN EXPRESS he
enffen *50
IEXPRESS| + $3.88 Purchase Fee
>» «
~% 5
OMeviy: Christmas
We - °®@
@.
amA@iean EXPRESS. GIFT CARD
5 Se NO FEES AFTER PURCHASE
enfles °50
EXPRESS + $3.88 Purchase Fee
e@
~» °
Vee @
‘a
AMERICAN EXPRESS’ GIFT CARD
. NO FEES AFTER PURCHASE",enffen 50 y se ge oh 8 e a re o american express he enffen 50 iexpress $3 88 purchase fee 5 omeviy christmas we ama iean express gift card 5 se no fees after purchase enfles 50 express $3 88 purchase fee e vee a american express gift card no fees after purchase,,,,ok,
Z:\Kendal King\Images\196742037746.png,196742037746.png,196742037746,781460,1686752098.0,1163,1650,"a eenftern *25-°50°
+ $4.94 Purchase Fee
, ut ;
2 5 Px.
eo@ a e @
Ok |e
) Se
e
| : %
a &» ,° @ “es
AMERICAN EXPRESS’ GIFT CARD
NO FEES AFTER PURCHASE
confer *25-°5°°
IEXPRESS| :
: e@
e e
e@ a)
@ / .
a . .
e@
@ 4
. e@
6
e Dp )
-
confides *25-°5°°
"" e @
@
@ on",a eenftern 25 50 $4 94 purchase fee ut 2 5 px eo a e ok e se e a es american express gift card no fees after purchase confer 25 5 iexpress e e e e a a e 4 e 6 e dp confides 25 5 e on,,,,ok,
Z:\Kendal King\Images\196742037746[1].png,196742037746[1].png,196742037746,781460,1686752092.0,1163,1650,"a eenftern *25-°50°
+ $4.94 Purchase Fee
, ut ;
2 5 Px.
eo@ a e @
Ok |e
) Se
e
| : %
a &» ,° @ “es
AMERICAN EXPRESS’ GIFT CARD
NO FEES AFTER PURCHASE
confer *25-°5°°
IEXPRESS| :
: e@
e e
e@ a)
@ / .
a . .
e@
@ 4
. e@
6
e Dp )
-
confides *25-°5°°
"" e @
@
@ on",a eenftern 25 50 $4 94 purchase fee ut 2 5 px eo a e ok e se e a es american express gift card no fees after purchase confer 25 5 iexpress e e e e a a e 4 e 6 e dp confides 25 5 e on,,,,ok,
Z:\Kendal King\Images\196742037753.jpg,196742037753.jpg,196742037753,530396,1686752097.0,775,1100,"A
e
VISA eunfum ‘20-500
* MERRY ,
CHRISTMAS
x x x x
* © *
x
\
ee Sse
So5f.
Vanilla VANILLA VISA® GIFT CARD
Wide",a e visa eunfum 20 500 merry christmas x x x x x ee sse so5f vanilla vanilla visa gift card wide,visa,,,ok,
Z:\Kendal King\Images\196742037760.jpg,196742037760.jpg,196742037760,503795,1686752097.0,775,1100,"VISA eqn ‘29-'500 |
+ $4.94 Purchase Charge
SEASON’S
~GREETINGS
Vanilla. eew NO FEES AFTER PURCHASE
VISA eunfeme :20-'500
x GREETINGS
*y * * sy *
p _\
~
aa rt ~
ee.
SANTA
EXPRESS | )
@
Vanilla. meenO FEES AFTER PURCHASE
VISA eqnfMemp ‘20-500
¥y ~ * * *
, wn
_
-- aaa yp ~
ee
Vanilla WANING rEeS ar TER PURCHARE",visa eqn 29 500 $4 94 purchase charge season s greetings vanilla eew no fees after purchase visa eunfeme 20 500 x greetings y sy p aa rt ee santa express vanilla meeno fees after purchase visa eqnfmemp 20 500 y wn aaa yp ee vanilla waning rees ar ter purchare,visa,,,ok,
Z:\Kendal King\Images\196742037777.jpg,196742037777.jpg,196742037777,492701,1686752096.0,775,1100,"VISA eqnfeme °20-'500
ee
»,
* HOLIDAYS * —
x *
i fark
f ee | |
% ‘ e o%e®
‘ e
ce ale o - wy
Vanilla. vee NO FEES AFTER PURCHASE
VISA eanffem ‘20-'500
* HAPPY ‘
* HOLIDAYS
x * *
= ft \* * ey
°. — : :
@ ©
P| a ©
Vanilla VANILLA VISA® GIFT CARD
VISA eqnfftemp ‘20-500
* HAPPY .
"" * *
*&®
.
l. iq ( * a
@@®
cee?
e °° ° e
© @
xo ia",visa eqnfeme 20 500 ee holidays x i fark f ee e o e e ce ale o wy vanilla vee no fees after purchase visa eanffem 20 500 happy holidays x ft ey p a vanilla vanilla visa gift card visa eqnfftemp 20 500 happy l iq a cee e e xo ia,visa,,,ok,
Z:\Kendal King\Images\196742037784.jpg,196742037784.jpg,196742037784,510752,1686752096.0,775,1100,"VISA eunfem ‘20-'500
HOLIDAY ,
CHEER *
RS aw, C24 *
\ ~~ ir *
er *
_ ji
Vanilla VANILLA VISA® GIFT CARD
aeafitz=
Ss
he",visa eunfem 20 500 holiday cheer rs aw c24 ir er ji vanilla vanilla visa gift card aeafitz ss he,visa,,,ok,
Z:\Kendal King\Images\196742037791.jpg,196742037791.jpg,196742037791,609863,1686752095.0,775,1100,"\
@)
VISA
oe MERRY BS $25
. . e + $3. urchase ff
NEV
x. eS @ 7
T
( Z
\ “
(Rt (
ay
- |
O
MERRY $
ae ae + 83.44 25 Charge i.
SS ¥Z
. ZS
""7
| Va
\ ~
(| (
“Ss
Ci |
'o)
ae ae + 83.44 25 Charge °",visa oe merry bs $25 e $3 urchase ff nev x es 7 t z rt ay o merry $ ae ae 83 44 25 charge i ss z zs 7 va ss ci o ae ae 83 44 25 charge,visa,$25,,ok,
Z:\Kendal King\Images\196742037807.jpg,196742037807.jpg,196742037807,569697,1686752095.0,775,1100,"i.
yA
7
Kf (
{ |
a ?
VISA
Me HAPPY. Bg $50
egg 0 Eg
L
\
SX | (
?
oe HAPPY we $50
Ffolidays WZ
: ZyS
me 0 OE a
VA
\ ~
A ( (
iw
0
Se HAPPY Be $50
, OZ
. ZS
x BE ag",i ya 7 kf a visa me happy bg $50 egg 0 eg l sx oe happy we $50 ffolidays wz zys me 0 oe a va a iw 0 se happy be $50 oz zs x be ag,visa,$50,,ok,
Z:\Kendal King\Images\196742037814.jpg,196742037814.jpg,196742037814,587091,1686752095.0,775,1100,"VISA eqnfeme :20-:500
+CHRISTMAS?t
Vanilla. ANNO FEES ALTER PURCHAGE
VISA eqnfeme :20-'500
» Meyo +
Vanilla. WANING FEES AbTER PURCHASE
VISA eqn :20-500
»  Mevyo +
+CHRISTMAS*
Vanilla. WANING RECS ATTEN PURCHASE",visa eqnfeme 20 500 christmas t vanilla anno fees alter purchage visa eqnfeme 20 500 meyo vanilla waning fees abter purchase visa eqn 20 500 mevyo christmas vanilla waning recs atten purchase,visa,,,ok,
Z:\Kendal King\Images\196742037821.jpg,196742037821.jpg,196742037821,567300,1686752094.0,775,1100,"VISA eunfem ‘20-500
+ +
CHEER
* & ey)
@ 9
o-e<<e
@ @
@ kK
@
Vanilla. rest eet ee
VISA eunfeme (20-500
+ $4.94 Purchase Charge
+ * . awk . , + +
an \@. XN / @|
X { ‘|
le | N 2
ts
.
Vanilla. MANINO FEES AFTER PURCHASE
VISA eunftem '20-5°°
+ a , @ : + +
. @ @ ,
o @ ¢
eo @
Vanilla. ea nO PLES AFTER PURCHASE",visa eunfem 20 500 cheer ey 9 o e e kk vanilla rest eet ee visa eunfeme 20 500 $4 94 purchase charge awk an xn x le n 2 ts vanilla manino fees after purchase visa eunftem 20 5 a o eo vanilla ea no ples after purchase,visa,,,ok,
Z:\Kendal King\Images\196742037838.jpg,196742037838.jpg,196742037838,558662,1686752094.0,775,1100,"VISA eunfem '2°-5°°
+ Qeanan'» +
+ GREETINGS +t
Vanilla. DINO FEES APTER PURCHASE
VISA eunfem '2°-500
Vanilla. eeenO FEES AFTER PURCHASE
VISA eanffems ‘20-500
+ Qearonin +
+ GREETINGS t+
Vanilla. WAN NO FEES ALTER RURGHAGE",visa eunfem 2 5 qeanan greetings t vanilla dino fees apter purchase visa eunfem 2 500 vanilla eeeno fees after purchase visa eanffems 20 500 qearonin greetings t vanilla wan no fees alter rurghage,visa,,,ok,
Z:\Kendal King\Images\196742037845.jpg,196742037845.jpg,196742037845,1557565,1686752093.0,800,1100,"— ~— \ ,
VISA | 260
.Co >
Vanilla $20
Wanillei@itt.con A
oye
SS
$
VISA |‘ $60
. @ .
t.com 2
-cO @
@ ‘COr ;
+ +
HOLIDAYS NOVFEES/AFTER PURCHASE
VISA | ‘ $60
«COM “ y ’
+ * + +
. T.con ,
* $
+ WN :
» Happy
HOLIDAYS NO FEES AFTER PURCHASE",visa 260 co vanilla $20 wanillei itt con a oye ss $ visa $60 t com 2 co cor holidays novfees after purchase visa $60 com y t con $ wn happy holidays no fees after purchase,visa,$20,,ok,
Z:\Kendal King\Images\196742037869.jpg,196742037869.jpg,196742037869,689397,1686752093.0,775,1100,"VISA enfem ‘25
* : ~ \
% . x *
*
* HAPPY
4 <<,
. 4a
Vanilla. 4 TG res aeres buectike
VISA emfem ‘25
* . s
% . -*§ *
ys * *
~~]
a:
anil a x VANILLA VISA° GIFT CARD
* NO FEES AFTER PURCHASE
VISA enffdem ‘25
* ‘ ~ .
. wr
8 as
4 <<“
, © ‘
|
Vanilla seen O Eee atTen PURCARSE",visa enfem 25 x happy 4 4a vanilla 4 tg res aeres buectike visa emfem 25 s ys a anil a x vanilla visa gift card no fees after purchase visa enffdem 25 wr 8 as 4 vanilla seen o eee atten purcarse,visa,,,ok,
Z:\Kendal King\Images\196742037876.jpg,196742037876.jpg,196742037876,635103,1686752092.0,775,1100,"|
eis +50
x . | .! urcl S
p N : NIM,
a PY Ly, ry
-> ‘
ie
vy |=
~~
3
7
a - mar Ti VISA® GIFT CARL
van o . NO FEES AFTER PURCHASE
: \v 'Y
VISA mp ‘50
V SNe
ag :
MERRY
= Christmas 4
i tmas
I,
1) =
y
Sie i vy
“ ONS
an o>
“oe
Sanilla : A VISA® GIFT ” fe
ony” XN NO FEES AFTER PURCHASE
dN
VISA etfs °50
e
L SN
Li
. MERRY =
Be A VISA® GIFT CARD’
Vanilla. wr : ea , ~ NO FEES Ten PURCHASE",eis 50 x urcl s p n nim a py ly ry ie vy 3 7 a mar ti visa gift carl van o no fees after purchase v y visa mp 50 v sne ag merry christmas 4 i tmas i 1 y sie i vy ons an o oe sanilla a visa gift fe ony xn no fees after purchase dn visa etfs 50 e l sn li merry be a visa gift card vanilla wr ea no fees ten purchase,visa,,,ok,
Z:\Kendal King\Images\196742037883.jpg,196742037883.jpg,196742037883,539034,1686752100.0,775,1100,"VISA eunfeme :20-'5°°
+ He +
+ PF 2 +
HOLIDAYS
Vanilla. Fe SRS TIS
VISA eunfem :20-'5°°
+ PF 9 +
Vanilla. VAN INO FEES AFTER PURCHASE
> Happy +
+ t
Vanilla. WANN PEES AFTER PURCHASE",visa eunfeme 20 5 he pf 2 holidays vanilla fe srs tis visa eunfem 20 5 pf 9 vanilla van ino fees after purchase happy t vanilla wann pees after purchase,visa,,,ok,
Z:\Kendal King\Images\196742037890.jpg,196742037890.jpg,196742037890,835455,1692051506.0,1163,1650,"Give the $ 0-
_ Gift of Choice. Ga Nc |
HOLIDAY HAPF
A —— |
5 5)
Micbees XBox SUBWAY
™~
ie @ Y
TACO COLD STONE
BELL. SS Domino's’
® ; = N
Spotify’ 2FRIDAYS
(@) Use code on back to redeem for gift cards online.
Give the eaita» $20-*500
Gift of Choice. No Purchase Fee
HOLIDAY HAPPINESS
aie
—
A
{)
Choose your favorite gi
x)
APBebees ys wav
> 9) o
fa COLD STONE or
BELL. a ae Domino's’
2, Osea SRY
(7) Use code on back to redeem for gift cards online.
Give the '
Gift of Choice.
:
>) .
L al: S
TO ul
fe
Applebecs stony way
i
ba 9 Y
BELL. cpeaweny Domino's’
§ NEXON
® y Sas
Spotify 2FRIDAYS
REGAL. 8 awe OD.
7) Use code on back to redeem for gift cards online.",give the $ 0 gift of choice ga nc holiday hapf a 5 5 micbees xbox subway ie y taco cold stone bell ss domino s n spotify 2fridays use code on back to redeem for gift cards online give the eaita $20 500 gift of choice no purchase fee holiday happiness aie a choose your favorite gi x apbebees ys wav 9 o fa cold stone or bell a ae domino s 2 osea sry 7 use code on back to redeem for gift cards online give the gift of choice l al s to ul fe applebecs stony way i ba 9 y bell cpeaweny domino s nexon y sas spotify 2fridays regal 8 awe od 7 use code on back to redeem for gift cards online,xbox,$20,,ok,
Z:\Kendal King\Images\196742037906.jpg,196742037906.jpg,196742037906,896357,1692051508.0,1163,1650,"Give the $ =
Gift of Choice. euiit= 29-1300
Choose your favorite gif
Panera sSpiebees
HOP = Bab Zvaus
SmasH
Sues BURGER
Use code on back to redeem for gift cards online.
Give the $2 =$
Gift of Choice. eait=s ee
°°
S 7
ZN 4) G 5) (a’*% 7
CAS
Choose your favorite gift cards from
Famers Abeba
HOR Bob Braue
BANAFRESH  cARRABBAs = “Cjamba
PAPAJOHNs: SmasH
= BURGER
c¢) Use code on back to redeem for gift cards online.
Give the $20-3
Gift of Choice. eae» 29-,200
ce]
r ©
—_.! 2 YZ
A 4) rite wt
7
CAD
Famer APplebees
HOP Bob Braue
BANALFRESH  cARRABBA's © “jamba
PAPA JOHNs: sinace
— BURGER
Q Use code on back to redeem for gift cards online.",give the $ gift of choice euiit 29 1300 choose your favorite gif panera sspiebees hop bab zvaus smash sues burger use code on back to redeem for gift cards online give the $2 $ gift of choice eait s ee s 7 zn 4 g 5 a 7 cas choose your favorite gift cards from famers abeba hor bob braue banafresh carrabbas cjamba papajohns smash burger c use code on back to redeem for gift cards online give the $20 3 gift of choice eae 29 200 ce r 2 yz a 4 rite wt 7 cad famer applebees hop bob braue banalfresh carrabba s jamba papa johns sinace burger q use code on back to redeem for gift cards online,applebees,$20,,ok,
Z:\Kendal King\Images\196742037913.jpg,196742037913.jpg,196742037913,914078,1701898325.0,1163,1650,"Give the $20-5
Gift of Choice. ees 20
A
Choose your favorite
re ©)
COLDSTONE = {gcolim,
eames FRESH. BLIMP IE y ~y ’
@ Use code on back to redeem for gift cards online.
"" Give the $20-$500
Gift of Choice. ea@i=» No Purchase Fee
Choose your favorite gift cards from
© R'!2 Opinkberry
Fpawes BAIA FRES! Hl AMERICAS Sup HOP” C Ay
, bakers ane
Use code on back to redeem for gift cards online.
Give the $20-5 }
Gift of Choice. eis» 20-7200
7)
Choose your favorite gf",give the $20 5 gift of choice ees 20 a choose your favorite re coldstone gcolim eames fresh blimp ie y y use code on back to redeem for gift cards online give the $20 $500 gift of choice ea i no purchase fee choose your favorite gift cards from r 2 opinkberry fpawes baia fres hl americas sup hop c ay bakers ane use code on back to redeem for gift cards online give the $20 5 gift of choice eis 20 7200 7 choose your favorite gf,,$20,,ok,
Z:\Kendal King\Images\196742037937.jpg,196742037937.jpg,196742037937,800439,1701898326.0,1163,1650,"Give the $ =
Gift of Choice. ei 207200
TIME WELL SPENT
a
au
Choose your favorite gift a
\ TEA SA ————— WT
VUDU s%GOLFNOW
— FANDANGO —
@) Use code on back to redeem for gift cards online.
Gift of Choice. eit 207200
Choose your favorite gift cards from
(ant io:
BURGER FANDANGO
ERD “~
VUDU %%GOLFNOW
@ Use code on back to redeem for gift cards online.
Gift of Choice. eis 20-7200
TA) \\
y AW
| —— cr
Choose your favqyl
smash Jamba. an auco
VUDU 4% GOLFNOW",give the $ gift of choice ei 207200 time well spent a au choose your favorite gift a tea sa wt vudu s golfnow fandango use code on back to redeem for gift cards online gift of choice eit 207200 choose your favorite gift cards from ant io burger fandango erd vudu golfnow use code on back to redeem for gift cards online gift of choice eis 20 7200 ta y aw cr choose your favqyl smash jamba an auco vudu 4 golfnow,,,,ok,
Z:\Kendal King\Images\196742038835.jpg,196742038835.jpg,196742038835,2317920,1692287452.0,1275,1650,"] OP GOLF
SUES CUE Wada eee emer ts De meres parca me eT Ph
Lieu =
i Oo
|. ope om
ia
\ \ /SESSReeeeeese
Kore ag Qe... ¢-°
Two *50 Gift Cards
EXTREME euifes £100
VALUE
~/ TOPGOLF
. COME PLAY AROUND
- » = _N e age
$ e
EXTREME quifes 5100
‘es ——mrne ames
- > So, a -
> a 14>
ee TE ee ee ey fa :",op golf sues cue wada eee emer ts de meres parca me et ph lieu i oo ope om ia sessreeeeeese kore ag qe two 50 gift cards extreme euifes 100 value topgolf come play around n e age $ e extreme quifes 5100 es mrne ames so a a 14 ee te ee ee ey fa,,,,ok,
Z:\Kendal King\Images\196742039252.jpg,196742039252.jpg,196742039252,116271,1692051514.0,720,960,"$50
ecak
eee
heesecak
me ONUS
aa)
BONUS",$50 ecak eee heesecak me onus aa bonus,,$50,,ok,
Z:\Kendal King\Images\196742039337.jpg,196742039337.jpg,196742039337,473256,1692287212.0,1088,1538,"ve Ci $50
YrETERS
GRILL & BAR
$50
GRILL § BAR
ve ei $50
50
ae im $50",ve ci $50 yreters grill bar $50 grill bar ve ei $50 50 ae im $50,,$50,,ok,
Z:\Kendal King\Images\196742039375.jpg,196742039375.jpg,196742039375,731318,1741192182.0,1088,1538,"Check out our menu or order online!
crushed-red.com
$25
@
Crushed Red
Artfully Chopped Craft Salads”
EXTREME qui $95
é,
EXTREME qui $35
Artfully Chopped Craft Salads*",check out our menu or order online crushed red com $25 crushed red artfully chopped craft salads extreme qui $95 extreme qui $35 artfully chopped craft salads,,$25,,ok,
Z:\Kendal King\Images\196742039702.jpg,196742039702.jpg,196742039702,1646651,1708555546.0,1088,1538,"eee eae, 4 ‘ = <a rs
ee, 550%
RESTAURANT + BAR. uci = . ve
eh ee | mee
Was, RR A << Woe 4
. A
a oe 2
is ~ Sagi oy
Ton Se
ee, aN
OCh leys <<. >
AS ANCYS <cmt
RESTAURANT & BAR. agi . oe
AAR
ae , ee a cil | "" a si 5 é |
eh ee || ee
a (a
ee Sees “6
Jani A
of ae , ¥: 7
~ oY ite
eb, ve,
rs 1
ek King 5 BK ng
ee eeu, ~ Ras5Q:a
goog Ty ae m Pia Ty
OCharleys 2g.
RESTAURANT 4 BAR sgwigin o” 7e
RE a
i, Lo ages @ UGE ie oa ae Reo we eg",eee eae 4 a rs ee 550 restaurant bar uci ve eh ee mee was rr a woe 4 a a oe 2 is sagi oy ton se ee an och leys as ancys cmt restaurant bar agi oe aar ae ee a cil a si 5 eh ee ee a a ee sees 6 jani a of ae 7 oy ite eb ve rs 1 ek king 5 bk ng ee eeu ras5q a goog ty ae m pia ty ocharleys 2g restaurant 4 bar sgwigin o 7e re a i lo ages uge ie oa ae reo we eg,,,,ok,
Z:\Kendal King\Images\196742040159.jpg,196742040159.jpg,196742040159,439102,1712782673.0,1088,1538,"BE icosor Quem *10 -°250
Buy Xbox games, add-ons, Game Pass, and more.*
EE icosot Quem *10 -*250
EE ricosor Qf *10 -°250",be icosor quem 10 250 buy xbox games add ons game pass and more ee icosot quem 10 250 ee ricosor qf 10 250,xbox,,,ok,
Z:\Kendal King\Images\196742040623.jpg,196742040623.jpg,196742040623,598890,1692287114.0,1088,1538,"EXTREME queefiou
VALUE $50
S<
- $25
(©) jo}
ey
0S 08
@ Oo
we
. $25
‘©S) [ |
08 8
@ O
wy &
EXTREME que
=o
08 @8
Ge (©)
i) |
_@
(©) [ |
0© @
mG ©
EXTREME quyp fio
oe
gi $25
©) j |
oy
0©
Os
34
gs $25
‘©) | |
0© (8
Wy I=",extreme queefiou value $50 s $25 jo ey 0s 08 oo we $25 s 08 8 o wy extreme que o 08 8 ge i 0 mg extreme quyp fio oe gi $25 j oy 0 os 34 gs $25 0 8 wy i,,$50,,ok,
Z:\Kendal King\Images\196742041217.jpg,196742041217.jpg,196742041217,1281610,1725913663.0,1088,1538,"EXTREME quite $5(
VALUE
ndos
ITALIAN
< Restaurants & Catering
>» Since 1953 é
AlphaZven
z sd > —Woodsdale «1932 —
: $50
| ndos) Alpha —
ndgos ""
_ Since 1953 WeEUL % ‘
>e Woodsdale «1932 fo a
Pa ¥ « é Zim, yj} .
EXTREME quite $50
Indos
~ Restaurants & Catering
> Since 1953 a
z = > —Woodsdale «1932 —
$50
/ (Gmies) Alpha _
ndos LW zi
>e Woodsdale «1932 “"" = bi
s ¢ sip
- <a . = jo “¢ a
a > tie:
y, BAY: i WS Ae: tay Ee rt ZB Y, ‘- Ps 4
ie. SS= PNG
Poe WT NG La
EXTREME quip $5(
; Restaurants & Catering
. ; Since 1953
AlphaZvew
. ° . ——Woodsdale «1932. --
(Gndos) Alpha 7
/ ndos ,
B Woodsdale «1932 aa ve *
¥ SS e ars re",extreme quite $5 value ndos italian restaurants catering since 1953 alphazven z sd woodsdale 1932 $50 ndos alpha ndgos since 1953 weeul e woodsdale 1932 fo a pa zim yj extreme quite $50 indos restaurants catering since 1953 a z woodsdale 1932 $50 gmies alpha ndos lw zi e woodsdale 1932 bi s sip a jo a a tie y bay i ws ae tay ee rt zb y ps 4 ie ss png poe wt ng la extreme quip $5 restaurants catering since 1953 alphazvew woodsdale 1932 gndos alpha 7 ndos b woodsdale 1932 aa ve ss e ars re,playstation,$5,,ok,
Z:\Kendal King\Images\196742041651.jpg,196742041651.jpg,196742041651,1389668,1693408754.0,1163,1650,"48e Chz
» \\ a
s  /
FX \s VZ
S\ 1’ y * . Ny
a vy,
4 NN f2:
WN i
~ NOs. G
WS V4
AN Wl 3 |
¥
VISA enfep ‘50
50.
$3.88 PI 0, ,
+ $3.88 Purclwase Gharge
%\,% i
ma\\' . J,
Lf
ERRY Ny
Gls fh
\ v/s
Aa ] r)
CHRISTMAS \ W777
a 4
1 Via at
1 ( \) ‘. N | Sd
a"", N | ; 4
we A) AS ’
rw NEY \ Y 4
e Wi ’ ANN Nt oF
att 4 Uf, \ «\ *% “4
A, te Wee ®
ote \. () 4 ON ,
BN 7/4 i, 44
WARS Wal) 4
a wr ; AY LY)
Wess aA VAS Wy 4 o
} x RAY } R\\ wl YY, Py
Wp CAS WY Up
. *e « \ J 4
SN \ Ww 4 Vy» ?
— BSS : Wr’ ig
By Ass: WW G
lO AS SS (be
wo NS ar Ze,
te SS
‘Ss Ss 2 By
Sas ZZ
50:
a
+ $3.88 Purclgase Ghar ie
¥ 5"" ae
t .*. . Pl
‘ * 4
s
ERRY ae a
Sire o
+ . "" a
CHRISTMAS .f 3
*
"" (w on . of
a se ¢ ¢ . e
ait at! ‘ . . 4
eet ee 4 \S aa .
oe a fe % “
- ,f% . We .
ote 7 *,* Ware .
3"" 1% Sa ‘
att . a . .
vast NN he
aN ees .' RY We af » ¢
sv o ¢ ~ 1 Hh, e
‘ ade ee . ») r ag .
Uy ‘ +. : S32 ae
ors . Me. » Gn .
~“ P. one WT 4 WI |
| SQ gts + SES"" 1? *&y
: \S&is* ne
NA OZ",48e chz a s fx s vz s 1 y ny a vy 4 nn f2 wn i nos g ws v4 an wl 3 visa enfep 50 50 $3 88 pi 0 $3 88 purclwase gharge i ma j lf erry ny gls fh v s aa r christmas w777 a 4 1 via at 1 n sd a n 4 we a as rw ney y 4 e wi ann nt of att 4 uf 4 a te wee ote 4 on bn 7 4 i 44 wars wal 4 a wr ay ly wess aa vas wy 4 o x ray r wl yy py wp cas wy up e j 4 sn ww 4 vy bss wr ig by ass ww g lo as ss be wo ns ar ze te ss ss ss 2 by sas zz 50 a $3 88 purclgase ghar ie 5 ae t pl 4 s erry ae a sire o a christmas f 3 w on of a se e ait at 4 eet ee 4 s aa oe a fe f we ote 7 ware 3 1 sa att a vast nn he an ees ry we af sv o 1 hh e ade ee r ag uy s32 ae ors me gn p one wt 4 wi sq gts ses 1 y s is ne na oz,visa,,,ok,
Z:\Kendal King\Images\196742041668.jpg,196742041668.jpg,196742041668,1158516,1693408757.0,1163,1650,"[
: iT
ete * Y |
Wy AY, (9 Wi
Vy 44 ' \ 4
1S ‘
. ZS rN 4
. aS . NA a
é .
VISA enf=e ‘100
+ $5.38 Purchase Charge
HAPPY HOLIDAYS ,
'
: r wy
‘ l Al a] Nua
"" Ay MT Le : . ANY
MEE WAG / AL ut
\t ""/ fy Wi) yw if 4 HN we, s
WH- 1 AN | 7 q. A
Ke (FZ Sua 7 VA * \. we
LS 5 WA
* TT, \ \4 AWA 1
NN IZ Ware’ *,
\ WL 4
: ASS WR |
— 3 SSN
—— S
Ne = ;
yb
“A ° VANILLA VISA® GIFT CARD
vanilla NO FEES AFTER PURCHASE
> Qa RA
on
‘ —— -
‘|",it ete y wy ay 9 wi vy 44 4 1s zs rn 4 as na a visa enf e 100 $5 38 purchase charge happy holidays r wy l al a nua ay mt le any mee wag al ut t fy wi yw if 4 hn we s wh 1 an 7 q a ke fz sua 7 va we ls 5 wa tt 4 awa 1 nn iz ware wl 4 ass wr 3 ssn s ne yb a vanilla visa gift card vanilla no fees after purchase qa ra on,visa,$5,,ok,
Z:\Kendal King\Images\196742041675.jpg,196742041675.jpg,196742041675,1362045,1693408761.0,1163,1650,": eat.
» )
NW
. W
/
VV,
AN 1°47
wa” 7
N i j Ne dy \
. ay’) NA + ""%
X Y N LG
- | NX Mia  Y >
A \ y w x q [Lf S /
LOANS . VG > VA
’ eS : \ IA Y, SS iy
ANE SSS
ie
VISA emf ‘200
\\h | wl + 86.48 Purchase Charge
i 1 y
Wy SEASON'S
NW GREETINGS
We
WY aS Ze J
VISA emilee °200
+ 86.48 Purchase Charge
1} / ’
\ i SEASON'S
| .
AS! aS GREETINGS
(4 ath AY
ET iH",eat nw w vv an 1 47 wa 7 n i j ne dy ay na x y n lg nx mia y a y w x q lf s loans vg va es ia y ss iy ane sss ie visa emf 200 h wl 86 48 purchase charge i 1 y wy season s nw greetings we wy as ze j visa emilee 200 86 48 purchase charge 1 i season s as as greetings 4 ath ay et ih,visa,,,ok,
Z:\Kendal King\Images\196742041682.jpg,196742041682.jpg,196742041682,1250372,1693408765.0,1163,1650,")
— ) 4 2
o/b
S /
~~ X AW UL. >
; «VY
o %
¢, 7.
4 >
= me. a
WY, ey
Ba . 7 \N A An
aN 7 ‘
SNS Be | 4
ONE ee]
ma. \ 77
N\Q°’ELY* J
“> Sa 4 ~ q
Wrens, ey,’
>  — j ASSN ee
"" e aN. are
SS F
| Wi 1
A \ \\W
sf AN e ”, 1
y f
\ s \ a Vy y Wy
\ SS WV
\ , ~ Nt ‘// \\w?
\ Y, WZ,
17 a) Z
QY px / Maw \\ YG
Nt ‘Z % . L 4
o/ 4 7, \N V4 V
AW a> VA o
- ERS AOS
Z we \ 7) U7 S
. w NZ Z
X iZ DN . 1p 7
\ MH we AW Ga
= — \NNS
Ws > WZ eRe
“ ai Baa. , 4F
Ns . tH ffs
SS CBG
\"" ‘
s i
. oJ .
ys y
va ‘ .
t 5 SS * N WZ
\ A "" i . + %
, RZ
ve an : te ON
» \ : Se ;
% wee, aes Y
} Soe \<
Dose ‘
NK Regie - Z",4 2 o b s x aw ul vy o 7 4 me a wy ey ba 7 n a an an 7 sns be 4 one ee ma 77 n q ely j sa 4 q wrens ey j assn ee e an are ss f wi 1 a w sf an e 1 y f s a vy y wy ss wv nt w y wz 17 a z qy px maw yg nt z l 4 o 4 7 n v4 v aw a va o ers aos z we 7 u7 s w nz z x iz dn 1p 7 mh we aw ga nns ws wz ere ai baa 4f ns th ffs ss cbg s i oj ys y va t 5 ss n wz a i rz ve an te on se wee aes y soe dose nk regie z,,,,ok,
